KBBQ Sauce,KBBQ Sauce,ml,2026-09-08,225.39,225.39,50.73,518.89,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
KBBQ Sauce,KBBQ Sauce,ml,2026-09-09,211.51,211.51,43.96,498.39,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
KBBQ Sauce,KBBQ Sauce,ml,2026-09-10,260.52,260.52,68.16,571.9,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
KBBQ Sauce,KBBQ Sauce,ml,2026-09-11,299.38,299.38,88.94,628.74,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
KBBQ Sauce,KBBQ Sauce,ml,2026-09-14,230.06,230.06,52.49,527.48,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
KBBQ Sauce,KBBQ Sauce,ml,2026-09-15,222.8,222.8,48.83,517.01,"(0, 1, 1)","(1, 1, 1, 5)",2947.29,2967.39,110.62,127.08,82.3,45.65
Lasagna Sheets,Lasagna Sheets,kg,2026-09-07,0.3,0.3,0.0,0.92,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-08,0.27,0.27,0.0,0.92,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-09,0.34,0.34,0.0,1.15,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-10,0.3,0.3,0.0,1.22,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-11,0.31,0.31,0.0,1.33,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-14,0.32,0.32,0.0,1.48,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lasagna Sheets,Lasagna Sheets,kg,2026-09-15,0.31,0.31,0.0,1.59,"(2, 1, 0)","(0, 0, 1, 5)",-414.56,-394.39,0.16,0.19,45.15,35.04
Lemon Syrup,Lemon Syrup,ml,2026-09-07,427.71,427.71,182.81,809.46,"(1, 1, 2)","(1, 0, 1, 5)",2301.34,2329.54,133.62,167.21,40.55,31.5
